               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 340,             0.02401,            0.012495,                   0,           0.0061844,                   1,               0.995,             0.67532,            0.014202,           0.0080748,                   0,          0.00041114,          0.00041114,          0.00041114
                 341,            0.019961,           0.0097014,                   0,           0.0061844,                   1,               0.995,             0.67532,            0.014202,           0.0080748,                   0,          0.00038286,          0.00038286,          0.00038286
                 342,             0.02084,            0.012561,                   0,             0.00621,                   1,               0.995,             0.71965,            0.014399,           0.0080601,                   0,          0.00035457,          0.00035457,          0.00035457
                 343,            0.023946,            0.010472,                   0,             0.00621,                   1,               0.995,             0.71965,            0.014399,           0.0080601,                   0,          0.00032629,          0.00032629,          0.00032629
                 344,            0.027185,           0.0079876,                   0,             0.00621,                   1,               0.995,             0.71965,            0.014399,           0.0080601,                   0,            0.000298,            0.000298,            0.000298
                 345,              0.0274,           0.0062077,                   0,           0.0062358,                   1,               0.995,             0.71965,            0.014406,            0.008061,                   0,          0.00026971,          0.00026971,          0.00026971
                 346,            0.023705,           0.0073865,                   0,           0.0062358,                   1,               0.995,             0.71965,            0.014406,            0.008061,                   0,          0.00024143,          0.00024143,          0.00024143
                 347,            0.019798,           0.0099118,                   0,           0.0062358,                   1,               0.995,             0.71965,            0.014406,            0.008061,                   0,          0.00021314,          0.00021314,          0.00021314
                 348,            0.023603,            0.010135,                   0,           0.0063682,                   1,               0.995,             0.71965,            0.014347,           0.0080684,                   0,          0.00018486,          0.00018486,          0.00018486
                 349,            0.024291,            0.015752,                   0,           0.0063682,                   1,               0.995,             0.71965,            0.014347,           0.0080684,                   0,          0.00015657,          0.00015657,          0.00015657
